x,sex,elapsed,S
53,f,3,200
53,f,3,100
53,f,1,200
53,f,13,100
53,f,5,500
53,f,1,200
53,f,4,200
53,f,13,100
53,f,11,500
53,f,11,500
53,f,10,200
53,f,2,200
53,f,6,500
53,f,2,100
53,f,2,1000
53,f,9,500
53,f,11,1000
53,f,1,100
53,f,4,500
53,f,15,200
53,f,13,500
53,f,13,200
53,f,4,1000
53,f,9,500
53,f,10,1000
53,f,1,500
53,f,14,500
53,f,12,100
53,f,13,200
53,f,11,500
53,f,4,200
53,f,5,1000
53,f,10,200
53,f,7,200
53,f,13,200
53,f,12,100
53,f,10,100
53,f,14,500
53,f,14,500
53,f,7,500
53,f,12,100
53,f,2,1000
53,f,5,500
53,f,12,500
53,f,4,500
53,f,5,200
53,f,1,500
53,f,6,100
53,f,8,500
53,f,9,500
53,f,5,1000
53,f,14,200
53,f,9,200
53,f,7,1000
53,f,15,500
53,f,11,500
53,f,4,200
53,f,6,100
54,f,15,200
54,f,6,100
54,f,10,1000
54,f,12,1000
54,f,10,1000
54,f,5,500
54,f,10,200
54,f,5,200
54,f,9,100
54,f,13,1000
54,f,10,100
54,f,13,1000
54,f,3,200
54,f,4,500
54,f,14,200
54,f,12,100
54,f,8,200
54,f,14,100
54,f,14,200
54,f,8,500
54,f,7,1000
54,f,14,100
54,f,10,200
54,f,2,100
54,f,15,100
54,f,14,500
54,f,3,500
54,f,11,500
54,f,5,500
54,f,8,1000
54,f,4,200
54,f,10,200
54,f,6,100
54,f,9,100
54,f,10,100
54,f,7,100
54,f,7,500
54,f,11,1000
54,f,1,500
54,f,6,100
54,f,8,1000
54,f,9,500
54,f,9,500
54,f,7,100
54,f,6,1000
54,f,2,100
54,f,7,200
54,f,4,200
54,f,12,500
54,f,13,1000
54,f,11,200
54,f,6,100
54,f,5,100
54,f,11,100
54,f,6,500
54,f,8,500
54,f,4,500
54,f,8,1000
54,f,6,1000
54,f,9,500
54,f,15,1000
54,f,4,200
54,f,3,500
54,f,12,1000
54,f,8,1000
54,f,12,500
54,f,11,500
54,f,3,200
54,f,5,500
54,f,11,500
54,f,8,1000
54,f,11,100
54,f,13,100
54,f,12,500
54,f,2,1000
54,f,4,100
54,f,12,100
54,f,9,1000
54,f,6,100
54,f,9,100
54,f,8,500
54,f,3,200
54,f,10,1000
54,f,10,200
54,f,8,1000
54,f,9,100
54,f,9,100
54,f,2,1000
54,f,1,500
54,f,13,500
54,f,4,500
54,f,7,200
54,f,8,500
54,f,12,1000
54,f,5,200
54,f,12,500
54,f,5,1000
54,f,12,500
54,f,8,100
54,f,8,500
54,f,6,100
54,f,12,200
54,f,14,1000
54,f,8,1000
54,f,15,200
54,f,7,1000
54,f,3,500
54,f,1,200
54,f,13,100
54,f,4,1000
54,f,1,1000
54,f,9,500
54,f,2,500
54,f,10,500
54,f,3,100
54,f,8,500
54,f,6,500
54,f,5,1000
54,f,6,100
54,f,14,100
54,f,6,1000
54,f,14,500
54,f,8,500
54,f,14,200
54,f,12,100
54,f,14,200
54,f,5,200
54,f,6,500
54,f,14,1000
54,f,15,100
54,f,2,100
54,f,8,500
54,f,9,200
54,f,8,100
54,f,12,100
54,f,8,200
54,f,10,200
54,f,15,500
54,f,3,200
54,f,6,200
54,f,13,100
54,f,14,200
54,f,15,200
54,f,12,100
54,f,9,1000
54,f,13,200
54,f,12,1000
54,f,4,500
54,f,13,1000
54,f,13,200
54,f,2,1000
54,f,11,100
54,f,9,200
54,f,5,200
54,f,5,200
54,f,13,100
54,f,4,200
54,f,9,100
54,f,1,200
54,f,2,200
54,f,2,100
54,f,1,1000
54,f,5,200
54,f,12,100
54,f,4,1000
54,f,14,1000
54,f,12,100
54,f,10,200
54,f,6,100
54,f,15,1000
54,f,6,200
54,f,14,1000
54,f,3,200
54,f,5,1000
54,f,9,100
54,f,5,1000
54,f,10,500
54,f,10,100
54,f,4,1000
54,f,1,1000
54,f,9,200
54,f,4,1000
54,f,14,200
54,f,8,100
54,f,14,200
54,f,12,100
54,f,14,500
54,f,13,500
54,f,13,1000
54,f,4,200
54,f,14,1000
54,f,1,200
54,f,1,500
54,f,10,1000
54,f,4,100
54,f,13,200
54,f,10,500
54,f,12,100
54,f,13,200
54,f,7,500
54,f,11,500
54,f,12,100
54,f,1,100
54,f,4,200
54,f,9,1000
54,f,14,100
54,f,9,1000
54,f,14,500
54,f,14,100
54,f,13,200
54,f,1,1000
54,f,4,1000
54,f,8,200
54,f,14,200
54,f,14,100
54,f,7,500
54,f,6,500
54,f,4,500
54,f,11,1000
54,f,12,1000
54,f,6,500
54,f,5,200
54,f,3,1000
54,f,15,200
54,f,1,200
54,f,14,500
54,f,1,1000
54,f,3,100
54,f,7,1000
54,f,15,200
54,f,6,100
54,f,5,100
54,f,3,200
54,f,9,200
54,f,8,1000
54,f,13,500
54,f,2,100
54,f,8,1000
54,f,9,1000
54,f,7,500
54,f,10,200
54,f,9,500
54,f,6,1000
54,f,12,500
54,f,12,200
54,f,13,500
54,f,3,200
54,f,8,1000
54,f,12,100
54,f,14,500
54,f,7,100
54,f,12,100
54,f,15,1000
54,f,14,1000
54,f,14,500
54,f,13,100
54,f,10,200
54,f,9,1000
54,f,7,1000
54,f,13,200
54,f,8,1000
54,f,4,100
54,f,13,200
54,f,14,500
54,f,14,1000
54,f,6,1000
54,f,4,100
54,f,1,1000
54,f,15,200
54,f,1,200
54,f,12,200
54,f,15,100
54,f,8,500
54,f,9,200
54,f,14,100
54,f,2,1000
54,f,1,100
54,f,14,100
54,f,1,1000
54,f,4,1000
54,f,4,100
54,f,12,100
54,f,13,500
54,f,1,500
54,f,10,500
54,f,10,100
54,f,2,100
54,f,12,200
54,f,14,200
54,f,8,500
54,f,14,100
54,f,6,1000
54,f,14,200
54,f,10,200
54,f,14,1000
54,f,14,500
54,f,4,1000
54,f,15,200
54,f,6,1000
54,f,12,500
54,f,4,500
54,f,3,1000
54,f,15,100
54,f,2,500
54,f,12,1000
54,f,2,100
54,f,5,500
54,f,5,1000
54,f,4,200
54,f,14,200
54,f,8,1000
54,f,11,1000
54,f,13,1000
54,f,4,500
54,f,10,1000
54,f,9,500
54,f,2,1000
54,f,6,500
54,f,4,1000
54,f,6,500
54,f,7,1000
54,f,6,200
54,f,14,200
54,f,10,500
54,f,6,200
54,f,9,200
54,f,14,1000
54,f,2,500
54,f,1,500
54,f,3,1000
54,f,1,1000
54,f,10,100
54,f,7,500
54,f,8,200
54,f,5,500
54,f,14,100
54,f,7,100
54,f,8,200
54,f,12,100
54,f,2,100
54,f,5,500
54,f,2,100
54,f,8,100
54,f,9,1000
54,f,3,100
54,f,14,1000
54,f,2,100
54,f,15,1000
54,f,2,200
54,f,4,1000
54,f,2,100
54,f,14,100
54,f,11,200
54,f,12,500
54,f,14,200
54,f,4,200
54,f,9,100
54,f,4,500
54,f,1,200
54,f,12,100
54,f,14,500
54,f,4,1000
54,f,5,100
54,f,10,100
54,f,14,200
54,f,11,500
54,f,4,500
54,f,6,500
54,f,4,100
54,f,11,1000
54,f,9,100
54,f,3,200
54,f,6,100
54,f,13,1000
54,f,9,500
54,f,5,100
54,f,6,1000
54,f,12,100
54,f,11,500
54,f,7,100
54,f,10,1000
54,f,1,200
54,f,9,100
54,f,10,1000
54,f,3,100
54,f,2,200
54,f,14,100
54,f,4,1000
54,f,8,100
54,f,11,500
54,f,3,500
54,f,5,200
54,f,5,100
54,f,12,100
54,f,9,200
54,f,8,100
54,f,3,1000
54,f,1,200
54,f,4,500
54,f,14,500
54,f,7,1000
54,f,10,100
54,f,13,100
54,f,2,500
54,f,3,100
54,f,10,200
54,f,9,500
54,f,7,100
54,f,10,100
54,f,13,500
54,f,8,100
54,f,6,100
54,f,1,1000
54,f,1,100
54,f,13,200
54,f,11,100
54,f,3,200
54,f,4,500
54,f,6,200
54,f,13,1000
54,f,9,200
54,f,10,200
54,f,5,1000
54,f,14,1000
54,f,2,200
54,f,3,1000
54,f,13,500
54,f,14,1000
54,f,15,500
54,f,10,500
54,f,3,200
54,f,15,500
54,f,2,1000
54,f,4,200
54,f,12,1000
54,f,8,200
54,f,15,1000
54,f,15,100
54,f,10,200
54,f,14,100
54,f,2,1000
54,f,11,1000
54,f,11,500
54,f,6,100
54,f,6,500
54,f,4,200
54,f,3,1000
54,f,15,500
54,f,15,100
54,f,1,500
54,f,1,500
54,f,1,200
54,f,14,200
54,f,14,100
54,f,6,100
54,f,6,100
54,f,14,1000
54,f,7,500
54,f,13,500
54,f,1,1000
54,f,5,100
54,f,6,1000
54,f,4,500
54,f,9,200
54,f,15,200
54,f,7,1000
54,f,15,1000
54,f,13,1000
54,f,1,100
54,f,3,1000
54,f,2,200
54,f,10,100
54,f,2,500
54,f,15,100
54,f,13,100
54,f,10,100
54,f,6,1000
54,f,2,200
54,f,3,500
54,f,12,1000
54,f,8,1000
54,f,7,500
54,f,15,500
54,f,15,100
54,f,6,500
54,f,14,100
54,f,8,100
54,f,14,1000
54,f,14,500
54,f,10,1000
54,f,12,1000
54,f,13,1000
54,f,7,100
54,f,3,100
54,f,3,100
54,f,12,1000
54,f,11,500
54,f,6,1000
54,f,1,200
54,f,6,100
54,f,6,500
54,f,3,1000
54,f,4,100
54,f,2,100
54,f,11,200
54,f,6,200
54,f,6,500
54,f,15,1000
54,f,11,500
54,f,14,200
54,f,1,500
54,f,6,200
54,f,8,100
54,f,11,1000
54,f,14,100
54,f,8,500
54,f,6,200
54,f,8,1000
54,f,13,500
54,f,11,200
54,f,12,100
54,f,11,1000
54,f,6,200
54,f,3,200
54,f,1,100
54,f,1,1000
54,f,7,100
54,f,6,200
54,f,14,1000
54,f,10,1000
54,f,1,500
54,f,12,500
54,f,7,200
54,f,9,500
54,f,1,100
54,f,14,100
54,f,5,500
54,f,4,500
54,f,14,500
54,f,8,100
54,f,12,500
54,f,13,500
54,f,12,200
54,f,13,500
54,f,10,1000
54,f,4,100
54,f,9,1000
54,f,4,200
54,f,3,200
54,f,7,100
54,f,2,1000
54,f,8,200
54,f,9,100
54,f,12,200
54,f,12,1000
54,f,15,100
54,f,1,500
54,f,12,200
54,f,15,500
54,f,14,500
54,f,3,100
54,f,12,1000
54,f,13,100
54,f,8,100
54,f,2,100
54,f,6,100
54,f,4,200
54,f,13,200
54,f,2,500
54,f,1,100
54,f,4,200
54,f,2,500
54,f,6,100
54,f,2,500
54,f,10,500
54,f,11,100
54,f,10,200
54,f,10,1000
54,f,6,500
54,f,8,200
54,f,12,200
54,f,15,200
54,f,10,200
54,f,8,100
54,f,2,1000
54,f,9,1000
54,f,4,200
54,f,13,500
54,f,4,200
54,f,2,200
54,f,13,200
54,f,6,500
54,f,13,500
54,f,9,200
54,f,2,100
54,f,2,200
54,f,1,200
54,f,6,100
54,f,1,100
54,f,8,1000
54,f,7,200
54,f,1,1000
54,f,13,200
54,f,12,1000
54,f,8,500
54,f,3,1000
54,f,12,500
54,f,5,1000
54,f,1,1000
54,f,15,100
54,f,11,1000
54,f,10,200
54,f,5,100
54,f,1,100
54,f,9,1000
54,f,3,1000
54,f,8,100
54,f,11,500
54,f,8,100
54,f,8,100
54,f,3,1000
54,f,5,100
54,f,15,1000
54,f,5,100
54,f,4,500
54,f,15,500
54,f,11,500
54,f,2,200
54,f,14,500
54,f,3,100
54,f,12,100
54,f,14,200
54,f,8,200
54,f,10,100
54,f,3,200
54,f,1,200
54,f,14,100
54,f,5,100
54,f,11,500
54,f,10,500
54,f,6,100
54,f,6,1000
54,f,8,200
54,f,4,1000
54,f,3,500
54,f,3,1000
54,f,15,200
54,f,12,100
54,f,2,200
54,f,6,100
54,f,12,200
54,f,12,100
54,f,12,100
54,f,7,100
54,f,13,200
54,f,5,200
54,f,4,100
54,f,2,100
54,f,11,100
54,f,10,1000
54,f,6,500
54,f,3,500
54,f,2,500
54,f,11,500
54,f,5,500
54,f,4,1000
54,f,7,500
54,f,3,200
54,f,8,100
54,f,15,100
54,f,1,1000
54,f,13,500
54,f,7,200
54,f,4,500
54,f,12,100
54,f,8,200
54,f,2,100
54,f,9,1000
54,f,6,1000
54,f,13,100
54,f,11,1000
54,f,4,1000
54,f,9,1000
54,f,15,100
54,f,14,100
54,f,15,1000
54,f,12,100
54,f,5,500
54,f,6,1000
54,f,13,200
54,f,12,1000
54,f,6,200
54,f,9,100
54,f,8,1000
54,f,7,100
54,f,9,200
54,f,14,1000
54,f,6,100
54,f,15,500
54,f,9,1000
54,f,12,1000
54,f,4,100
54,f,6,1000
54,f,4,200
54,f,8,500
54,f,12,200
54,f,14,200
54,f,4,100
54,f,3,500
54,f,7,500
54,f,7,500
54,f,2,1000
54,f,14,100
54,f,15,1000
54,f,7,1000
54,f,14,200
54,f,4,1000
54,f,7,500
54,f,1,1000
54,f,11,100
54,f,9,200
54,f,12,100
54,f,6,200
54,f,12,100
54,f,6,1000
54,f,8,500
54,f,10,200
54,f,5,200
54,f,1,100
54,f,1,200
54,f,13,200
54,f,8,100
54,f,6,100
54,f,5,200
54,f,11,1000
54,f,14,500
54,f,10,1000
54,f,8,100
54,f,12,100
54,f,5,1000
54,f,11,500
54,f,4,500
54,f,8,500
54,f,7,200
55,f,7,1000
55,f,8,200
55,f,10,200
55,f,5,200
55,f,11,1000
55,f,9,500
55,f,12,200
55,f,3,100
55,f,3,1000
55,f,8,100
55,f,4,500
55,f,5,500
55,f,12,500
55,f,9,1000
55,f,7,200
55,f,9,100
55,f,12,500
55,f,10,1000
55,f,1,200
55,f,10,100
55,f,14,100
55,f,6,500
55,f,9,500
55,f,5,100
55,f,14,1000
55,f,13,100
55,f,4,200
55,f,14,1000
55,f,13,100
55,f,5,200
55,f,14,100
55,f,11,1000
55,f,9,500
55,f,5,100
55,f,3,100
55,f,15,500
55,f,12,200
55,f,1,500
55,f,3,1000
55,f,8,500
55,f,14,1000
55,f,10,1000
55,f,15,200
55,f,6,200
55,f,9,100
55,f,1,1000
55,f,15,500
55,f,1,1000
55,f,4,1000
55,f,4,500
55,f,14,200
55,f,9,1000
55,f,3,500
55,f,6,500
55,f,2,200
55,f,6,200
55,f,8,100
55,f,2,200
55,f,10,100
55,f,6,200
55,f,1,100
55,f,15,200
55,f,7,1000
55,f,4,500
55,f,14,1000
55,f,13,1000
55,f,15,1000
55,f,1,500
55,f,7,500
55,f,14,1000
55,f,12,100
55,f,4,500
55,f,7,100
55,f,11,1000
55,f,2,200
55,f,15,1000
55,f,7,100
55,f,3,200
55,f,7,500
55,f,1,200
55,f,6,100
55,f,6,1000
55,f,14,500
55,f,14,100
55,f,2,200
55,f,14,200
55,f,9,200
55,f,8,200
55,f,9,100
55,f,13,500
55,f,7,100
55,f,13,200
55,f,15,100
55,f,2,200
55,f,3,100
55,f,13,1000
55,f,9,1000
55,f,8,1000
55,f,2,1000
55,f,11,500
55,f,4,1000
55,f,4,1000
55,f,9,200
55,f,1,500
55,f,1,200
55,f,15,1000
55,f,1,100
55,f,15,1000
55,f,9,200
55,f,6,200
55,f,11,100
55,f,7,100
55,f,9,500
55,f,13,200
55,f,12,1000
55,f,12,500
55,f,11,200
55,f,1,1000
55,f,14,500
55,f,12,100
55,f,5,100
55,f,7,100
55,f,13,500
55,f,10,100
55,f,3,500
55,f,6,1000
55,f,4,500
55,f,15,500
55,f,8,1000
55,f,2,100
55,f,10,500
55,f,1,1000
55,f,13,500
55,f,8,500
55,f,7,100
55,f,15,1000
55,f,11,100
55,f,9,1000
55,f,11,1000
55,f,6,1000
55,f,10,200
55,f,14,1000
55,f,10,200
55,f,3,500
55,f,11,500
55,f,12,200
55,f,2,100
55,f,10,100
55,f,5,200
55,f,6,200
55,f,7,200
55,f,1,1000
55,f,14,200
55,f,9,200
55,f,12,500
55,f,13,100
55,f,1,500
55,f,4,1000
55,f,3,500
55,f,4,100
55,f,2,200
55,f,5,100
55,f,14,500
55,f,8,1000
55,f,1,200
55,f,14,500
55,f,12,200
55,f,9,1000
55,f,7,200
55,f,3,500
55,f,3,1000
55,f,9,200
55,f,8,1000
55,f,7,200
55,f,5,200
55,f,1,100
55,f,5,1000
55,f,3,1000
55,f,13,100
55,f,2,100
55,f,2,200
55,f,13,500
55,f,11,1000
55,f,2,1000
55,f,6,500
55,f,12,500
55,f,2,200
55,f,15,200
55,f,11,1000
55,f,13,500
55,f,3,1000
55,f,7,500
55,f,13,200
55,f,1,200
55,f,14,1000
55,f,5,100
55,f,4,500
55,f,8,100
55,f,9,1000
55,f,8,1000
55,f,1,1000
55,f,4,1000
55,f,8,100
55,f,5,200
55,f,2,1000
55,f,9,500
55,f,6,500
55,f,2,100
55,f,13,1000
55,f,2,500
55,f,9,500
55,f,9,1000
55,f,11,200
55,f,14,1000
55,f,1,200
55,f,10,100
55,f,10,500
55,f,12,1000
55,f,3,500
55,f,13,100
55,f,8,100
55,f,14,100
55,f,15,100
55,f,2,500
55,f,8,100
55,f,12,100
55,f,4,1000
55,f,8,100
55,f,14,100
55,f,7,1000
55,f,5,200
55,f,9,1000
55,f,14,1000
55,f,13,500
55,f,2,100
55,f,13,500
55,f,13,1000
55,f,1,100
55,f,8,1000
55,f,11,1000
55,f,12,500
55,f,14,200
55,f,12,100
55,f,10,1000
55,f,10,500
55,f,6,200
55,f,3,1000
55,f,4,100
55,f,11,500
55,f,15,100
55,f,3,100
55,f,9,500
55,f,14,1000
55,f,9,100
55,f,11,1000
55,f,14,1000
55,f,11,1000
55,f,9,1000
55,f,11,500
55,f,8,200
55,f,13,100
55,f,12,100
55,f,12,500
55,f,7,1000
55,f,14,1000
55,f,3,1000
55,f,1,500
55,f,11,200
55,f,8,500
55,f,8,1000
55,f,5,500
55,f,8,200
55,f,9,200
55,f,9,100
55,f,13,1000
55,f,8,500
55,f,7,500
55,f,12,200
55,f,2,100
55,f,7,100
55,f,6,100
55,f,9,100
55,f,5,200
55,f,10,500
55,f,1,100
55,f,10,100
55,f,5,500
55,f,15,500
55,f,4,100
55,f,15,500
55,f,5,100
55,f,7,500
55,f,6,100
55,f,4,100
55,f,11,200
55,f,1,500
55,f,2,100
55,f,9,1000
55,f,12,100
55,f,14,500
55,f,9,1000
55,f,13,100
55,f,9,500
55,f,6,100
55,f,15,1000
55,f,2,500
55,f,5,1000
55,f,1,1000
55,f,10,1000
55,f,14,500
55,f,11,1000
55,f,11,1000
55,f,12,100
55,f,7,200
55,f,6,1000
55,f,5,200
55,f,3,100
55,f,3,500
55,f,3,500
55,f,15,100
55,f,2,500
55,f,4,500
55,f,11,1000
55,f,10,1000
55,f,6,100
55,f,10,100
55,f,3,200
55,f,12,1000
55,f,8,500
55,f,7,200
55,f,5,200
55,f,11,200
55,f,8,100
55,f,13,100
55,f,3,200
55,f,1,100
55,f,10,100
55,f,2,1000
55,f,6,200
55,f,12,1000
55,f,15,100
55,f,1,1000
55,f,11,100
55,f,5,100
55,f,4,500
55,f,7,100
55,f,10,200
55,f,3,1000
55,f,1,500
55,f,6,200
55,f,7,200
55,f,1,1000
55,f,7,100
55,f,8,500
55,f,12,500
55,f,14,1000
55,f,5,100
55,f,10,100
55,f,8,500
55,f,5,200
55,f,13,1000
55,f,1,200
55,f,7,500
55,f,10,500
55,f,2,500
55,f,5,200
55,f,8,1000
55,f,10,1000
55,f,12,1000
55,f,11,200
55,f,12,200
55,f,5,1000
55,f,6,200
55,f,7,500
55,f,1,100
55,f,10,200
55,f,9,100
55,f,13,200
55,f,3,500
55,f,13,100
55,f,2,1000
55,f,12,500
55,f,9,500
55,f,8,1000
55,f,15,200
55,f,12,1000
55,f,9,1000
55,f,3,1000
55,f,12,1000
55,f,3,200
55,f,3,1000
55,f,11,500
55,f,8,200
55,f,6,500
55,f,1,100
55,f,6,500
55,f,10,100
55,f,5,100
55,f,12,100
55,f,1,200
55,f,11,200
55,f,7,200
55,f,1,1000
55,f,5,100
55,f,10,1000
55,f,13,500
55,f,8,1000
55,f,4,200
55,f,3,200
55,f,14,1000
55,f,1,1000
55,f,2,100
55,f,8,100
55,f,2,200
55,f,9,500
55,f,15,100
55,f,4,100
55,f,7,100
55,f,10,1000
55,f,5,1000
55,f,12,200
55,f,8,200
55,f,13,200
55,f,1,200
55,f,12,200
55,f,5,200
55,f,5,200
55,f,1,100
55,f,3,200
55,f,5,1000
55,f,8,100
55,f,10,500
55,f,3,500
55,f,12,200
55,f,1,500
55,f,6,100
55,f,4,500
55,f,9,200
55,f,13,1000
55,f,6,1000
55,f,5,100
55,f,10,1000
55,f,9,200
55,f,13,100
55,f,7,1000
55,f,10,500
55,f,3,500
55,f,13,100
55,f,8,1000
55,f,6,500
55,f,14,100
55,f,4,1000
55,f,13,200
55,f,15,1000
55,f,7,100
55,f,5,1000
55,f,7,200
55,f,11,100
55,f,1,100
55,f,13,1000
55,f,7,1000
55,f,13,1000
55,f,10,200
55,f,2,100
55,f,9,1000
55,f,14,200
55,f,6,500
55,f,4,200
55,f,5,1000
55,f,14,500
55,f,9,100
55,f,12,200
55,f,7,500
55,f,9,500
55,f,7,100
55,f,5,500
55,f,9,1000
55,f,9,100
55,f,10,1000
55,f,6,1000
55,f,13,100
55,f,3,1000
55,f,12,1000
55,f,7,100
55,f,4,500
55,f,10,200
55,f,6,1000
55,f,9,1000
55,f,5,100
55,f,4,100
55,f,6,100
55,f,15,500
55,f,12,200
55,f,5,200
55,f,2,1000
55,f,7,200
55,f,2,100
55,f,11,500
55,f,11,200
55,f,6,1000
55,f,15,500
55,f,5,1000
55,f,13,100
55,f,4,100
55,f,1,100
55,f,2,500
55,f,2,100
55,f,2,1000
55,f,11,200
55,f,11,500
55,f,10,1000
55,f,2,1000
55,f,4,200
55,f,2,200
55,f,10,500
55,f,5,500
55,f,15,1000
55,f,8,100
55,f,12,100
55,f,4,100
55,f,11,200
55,f,5,100
55,f,12,1000
55,f,7,200
55,f,7,100
55,f,7,1000
55,f,11,200
55,f,11,500
55,f,7,200
55,f,3,500
55,f,6,200
55,f,9,500
55,f,9,200
55,f,12,100
55,f,14,500
55,f,2,200
55,f,14,500
55,f,11,1000
55,f,7,100
55,f,9,500
55,f,9,100
55,f,11,200
55,f,14,100
55,f,11,500
55,f,11,100
55,f,15,100
55,f,3,1000
55,f,12,1000
55,f,12,100
55,f,4,1000
55,f,4,500
55,f,1,200
55,f,6,500
55,f,6,500
55,f,3,1000
55,f,13,200
55,f,14,500
55,f,12,200
55,f,11,200
55,f,7,100
55,f,7,1000
55,f,8,100
55,f,11,100
55,f,14,1000
55,f,6,200
55,f,2,100
55,f,14,1000
55,f,7,500
55,f,5,200
55,f,9,500
55,f,11,1000
55,f,10,500
55,f,6,1000
55,f,9,200
55,f,7,200
55,f,9,100
55,f,11,200
55,f,8,1000
55,f,12,1000
55,f,2,1000
55,f,15,200
55,f,13,100
55,f,1,1000
55,f,5,500
55,f,9,500
55,f,7,100
55,f,3,1000
55,f,1,200
55,f,7,100
55,f,7,100
55,f,4,200
55,f,12,200
55,f,10,100
55,f,10,500
55,f,3,1000
55,f,3,500
55,f,6,200
55,f,1,1000
55,f,13,1000
55,f,9,500
55,f,10,100
55,f,13,100
55,f,10,100
55,f,13,200
55,f,5,500
55,f,4,200
55,f,6,200
55,f,2,100
55,f,9,200
55,f,1,1000
55,f,4,200
55,f,13,500
55,f,13,500
55,f,4,500
55,f,9,200
55,f,12,200
55,f,4,200
55,f,15,100
55,f,10,100
55,f,14,200
55,f,1,100
55,f,11,200
55,f,9,500
55,f,2,500
55,f,2,1000
55,f,11,100
55,f,13,500
55,f,11,200
55,f,6,500
55,f,13,500
55,f,11,200
55,f,4,1000
55,f,12,500
55,f,8,500
55,f,14,100
55,f,7,100
55,f,9,100
55,f,8,500
55,f,10,100
55,f,5,100
55,f,9,200
55,f,2,200
55,f,12,1000
55,f,8,1000
55,f,14,500
55,f,11,200
55,f,13,1000
55,f,10,100
55,f,10,1000
55,f,12,200
55,f,6,100
55,f,10,1000
55,f,7,100
55,f,6,200
55,f,6,500
55,f,13,100
55,f,9,1000
55,f,1,200
55,f,13,200
55,f,9,200
55,f,14,100
55,f,10,500
55,f,13,1000
55,f,11,200
55,f,1,100
55,f,4,500
55,f,4,500
55,f,9,100
55,f,15,500
55,f,13,500
55,f,12,100
55,f,5,200
55,f,11,100
55,f,8,500
55,f,10,500
55,f,8,1000
55,f,2,100
55,f,1,500
55,f,11,1000
55,f,15,1000
55,f,6,200
55,f,11,1000
55,f,9,500
55,f,5,1000
55,f,10,100
55,f,13,100
55,f,8,200
55,f,14,500
55,f,4,200
55,f,1,500
55,f,14,500
55,f,14,100
55,f,13,200
55,f,13,200
55,f,14,500
55,f,4,200
55,f,14,500
55,f,13,100
55,f,5,100
55,f,4,1000
55,f,2,500
55,f,3,1000
55,f,5,1000
55,f,14,1000
55,f,5,100
55,f,3,500
55,f,12,200
55,f,5,500
55,f,10,100
55,f,14,500
55,f,14,1000
55,f,13,500
55,f,8,100
55,f,12,500
55,f,4,1000
55,f,12,100
55,f,9,200
55,f,4,100
55,f,15,500
55,f,9,200
55,f,13,100
55,f,15,100
55,f,12,500
55,f,10,100
55,f,7,100
55,f,15,200
55,f,15,500
55,f,7,500
55,f,4,100
55,f,3,1000
55,f,13,1000
55,f,13,1000
55,f,14,1000
55,f,10,200
55,f,7,100
55,f,13,500
55,f,4,1000
55,f,10,200
55,f,14,500
55,f,7,100
55,f,8,200
55,f,5,200
55,f,11,500
55,f,1,500
55,f,1,1000
55,f,13,1000
55,f,10,1000
55,f,8,500
55,f,9,500
55,f,15,500
55,f,4,500
55,f,2,500
55,f,11,200
55,f,3,200
55,f,7,200
55,f,3,500
55,f,14,100
55,f,4,200
55,f,3,100
55,f,9,1000
55,f,2,200
55,f,15,100
55,f,2,100
55,f,7,200
55,f,2,500
55,f,1,200
55,f,14,200
55,f,3,200
55,f,8,100
55,f,9,100
55,f,12,200
55,f,10,500
55,f,4,200
55,f,14,100
55,f,7,100
55,f,4,100
55,f,7,1000
55,f,6,500
55,f,13,200
55,f,11,200
55,f,11,200
55,f,7,500
55,f,1,100
56,f,11,200
56,f,8,200
56,f,13,1000
56,f,3,1000
56,f,8,200
56,f,10,100
56,f,1,1000
56,f,14,500
56,f,4,500
56,f,8,100
56,f,14,100
56,f,10,500
56,f,13,1000
56,f,4,1000
56,f,8,100
56,f,13,1000
56,f,15,1000
56,f,13,200
56,f,12,500
56,f,4,200
56,f,13,100
56,f,10,1000
56,f,5,200
56,f,11,200
56,f,3,200
56,f,12,200
56,f,4,200
56,f,3,200
56,f,2,100
56,f,7,500
56,f,1,200
56,f,7,1000
56,f,15,1000
56,f,10,1000
56,f,14,1000
56,f,13,100
56,f,9,1000
56,f,2,100
56,f,11,100
56,f,11,200
56,f,1,200
56,f,4,500
56,f,7,500
56,f,3,100
56,f,3,500
56,f,13,500
56,f,8,500
56,f,12,1000
56,f,9,1000
56,f,2,1000
56,f,7,500
56,f,11,100
56,f,5,100
56,f,15,500
56,f,5,1000
56,f,11,100
56,f,7,100
56,f,13,100
56,f,7,1000
56,f,11,500
56,f,2,500
56,f,2,500
56,f,6,500
56,f,5,200
56,f,2,1000
56,f,9,500
56,f,13,200
56,f,12,1000
56,f,14,500
56,f,6,200
56,f,12,500
56,f,2,200
56,f,2,100
56,f,14,100
56,f,12,1000
56,f,4,200
56,f,4,100
56,f,3,1000
56,f,10,1000
56,f,4,200
56,f,4,500
56,f,15,1000
56,f,14,100
56,f,9,100
56,f,1,200
56,f,13,200
56,f,6,1000
56,f,7,500
56,f,6,500
56,f,6,1000
56,f,15,100
56,f,12,1000
56,f,13,200
56,f,6,500
56,f,10,500
56,f,1,100
56,f,2,100
56,f,2,1000
56,f,13,100
56,f,7,1000
56,f,3,500
56,f,11,1000
56,f,10,100
56,f,10,200
56,f,1,100
56,f,5,200
56,f,2,1000
56,f,10,500
56,f,7,500
56,f,4,500
